path,label
data\picobanana\pos\008403.jpg,1
data\picobanana\neg\008403.jpg,0
data\picobanana\pos\007193.jpg,1
data\picobanana\neg\007193.jpg,0
data\picobanana\pos\010357.jpg,1
data\picobanana\neg\010357.jpg,0
data\picobanana\pos\003839.jpg,1
data\picobanana\neg\003839.jpg,0
data\picobanana\pos\008815.jpg,1
data\picobanana\neg\008815.jpg,0
data\picobanana\pos\007364.jpg,1
data\picobanana\neg\007364.jpg,0
data\picobanana\pos\009044.jpg,1
data\picobanana\neg\009044.jpg,0
data\picobanana\pos\010583.jpg,1
data\picobanana\neg\010583.jpg,0
data\picobanana\pos\002907.jpg,1
data\picobanana\neg\002907.jpg,0
data\picobanana\pos\009292.jpg,1
data\picobanana\neg\009292.jpg,0
data\picobanana\pos\001669.jpg,1
data\picobanana\neg\001669.jpg,0
data\picobanana\pos\002925.jpg,1
data\picobanana\neg\002925.jpg,0
data\picobanana\pos\007916.jpg,1
data\picobanana\neg\007916.jpg,0
data\picobanana\pos\002895.jpg,1
data\picobanana\neg\002895.jpg,0
data\picobanana\pos\008743.jpg,1
data\picobanana\neg\008743.jpg,0
data\picobanana\pos\007414.jpg,1
data\picobanana\neg\007414.jpg,0
data\picobanana\pos\010264.jpg,1
data\picobanana\neg\010264.jpg,0
data\picobanana\pos\008406.jpg,1
data\picobanana\neg\008406.jpg,0
data\picobanana\pos\000365.jpg,1
data\picobanana\neg\000365.jpg,0
data\picobanana\pos\000870.jpg,1
data\picobanana\neg\000870.jpg,0
data\picobanana\pos\010767.jpg,1
data\picobanana\neg\010767.jpg,0
data\picobanana\pos\007871.jpg,1
data\picobanana\neg\007871.jpg,0
data\picobanana\pos\010090.jpg,1
data\picobanana\neg\010090.jpg,0
data\picobanana\pos\001538.jpg,1
data\picobanana\neg\001538.jpg,0
data\picobanana\pos\008832.jpg,1
data\picobanana\neg\008832.jpg,0
data\picobanana\pos\004305.jpg,1
data\picobanana\neg\004305.jpg,0
data\picobanana\pos\009115.jpg,1
data\picobanana\neg\009115.jpg,0
data\picobanana\pos\004260.jpg,1
data\picobanana\neg\004260.jpg,0
data\picobanana\pos\004414.jpg,1
data\picobanana\neg\004414.jpg,0
data\picobanana\pos\005116.jpg,1
data\picobanana\neg\005116.jpg,0
data\picobanana\pos\010612.jpg,1
data\picobanana\neg\010612.jpg,0
data\picobanana\pos\009842.jpg,1
data\picobanana\neg\009842.jpg,0
data\picobanana\pos\003256.jpg,1
data\picobanana\neg\003256.jpg,0
data\picobanana\pos\010431.jpg,1
data\picobanana\neg\010431.jpg,0
data\picobanana\pos\005300.jpg,1
data\picobanana\neg\005300.jpg,0
data\picobanana\pos\009031.jpg,1
data\picobanana\neg\009031.jpg,0
data\picobanana\pos\010295.jpg,1
data\picobanana\neg\010295.jpg,0
data\picobanana\pos\010898.jpg,1
data\picobanana\neg\010898.jpg,0
data\picobanana\pos\001772.jpg,1
data\picobanana\neg\001772.jpg,0
data\picobanana\pos\010413.jpg,1
data\picobanana\neg\010413.jpg,0
data\picobanana\pos\006858.jpg,1
data\picobanana\neg\006858.jpg,0
data\picobanana\pos\000406.jpg,1
data\picobanana\neg\000406.jpg,0
data\picobanana\pos\003559.jpg,1
data\picobanana\neg\003559.jpg,0
data\picobanana\pos\004468.jpg,1
data\picobanana\neg\004468.jpg,0
data\picobanana\pos\005201.jpg,1
data\picobanana\neg\005201.jpg,0
data\picobanana\pos\003000.jpg,1
data\picobanana\neg\003000.jpg,0
data\picobanana\pos\003574.jpg,1
data\picobanana\neg\003574.jpg,0
data\picobanana\pos\006964.jpg,1
data\picobanana\neg\006964.jpg,0
data\picobanana\pos\009423.jpg,1
data\picobanana\neg\009423.jpg,0
data\picobanana\pos\007558.jpg,1
data\picobanana\neg\007558.jpg,0
data\picobanana\pos\008141.jpg,1
data\picobanana\neg\008141.jpg,0
data\picobanana\pos\004768.jpg,1
data\picobanana\neg\004768.jpg,0
data\picobanana\pos\005163.jpg,1
data\picobanana\neg\005163.jpg,0
data\picobanana\pos\008490.jpg,1
data\picobanana\neg\008490.jpg,0
data\picobanana\pos\000457.jpg,1
data\picobanana\neg\000457.jpg,0
data\picobanana\pos\003498.jpg,1
data\picobanana\neg\003498.jpg,0
data\picobanana\pos\000525.jpg,1
data\picobanana\neg\000525.jpg,0
data\picobanana\pos\000370.jpg,1
data\picobanana\neg\000370.jpg,0
data\picobanana\pos\007172.jpg,1
data\picobanana\neg\007172.jpg,0
data\picobanana\pos\010380.jpg,1
data\picobanana\neg\010380.jpg,0
data\picobanana\pos\004022.jpg,1
data\picobanana\neg\004022.jpg,0
data\picobanana\pos\007980.jpg,1
data\picobanana\neg\007980.jpg,0
data\picobanana\pos\007353.jpg,1
data\picobanana\neg\007353.jpg,0
data\picobanana\pos\004043.jpg,1
data\picobanana\neg\004043.jpg,0
data\picobanana\pos\000900.jpg,1
data\picobanana\neg\000900.jpg,0
data\picobanana\pos\000912.jpg,1
data\picobanana\neg\000912.jpg,0
data\picobanana\pos\005273.jpg,1
data\picobanana\neg\005273.jpg,0
data\picobanana\pos\003123.jpg,1
data\picobanana\neg\003123.jpg,0
data\picobanana\pos\006799.jpg,1
data\picobanana\neg\006799.jpg,0
data\picobanana\pos\005107.jpg,1
data\picobanana\neg\005107.jpg,0
data\picobanana\pos\009728.jpg,1
data\picobanana\neg\009728.jpg,0
data\picobanana\pos\003206.jpg,1
data\picobanana\neg\003206.jpg,0
data\picobanana\pos\008556.jpg,1
data\picobanana\neg\008556.jpg,0
data\picobanana\pos\010680.jpg,1
data\picobanana\neg\010680.jpg,0
data\picobanana\pos\004490.jpg,1
data\picobanana\neg\004490.jpg,0
data\picobanana\pos\000585.jpg,1
data\picobanana\neg\000585.jpg,0
data\picobanana\pos\007246.jpg,1
data\picobanana\neg\007246.jpg,0
data\picobanana\pos\009136.jpg,1
data\picobanana\neg\009136.jpg,0
data\picobanana\pos\007530.jpg,1
data\picobanana\neg\007530.jpg,0
data\picobanana\pos\006768.jpg,1
data\picobanana\neg\006768.jpg,0
data\picobanana\pos\007358.jpg,1
data\picobanana\neg\007358.jpg,0
data\picobanana\pos\000048.jpg,1
data\picobanana\neg\000048.jpg,0
data\picobanana\pos\004721.jpg,1
data\picobanana\neg\004721.jpg,0
data\picobanana\pos\001622.jpg,1
data\picobanana\neg\001622.jpg,0
data\picobanana\pos\005079.jpg,1
data\picobanana\neg\005079.jpg,0
data\picobanana\pos\002810.jpg,1
data\picobanana\neg\002810.jpg,0
data\picobanana\pos\007388.jpg,1
data\picobanana\neg\007388.jpg,0
data\picobanana\pos\007002.jpg,1
data\picobanana\neg\007002.jpg,0
data\picobanana\pos\000195.jpg,1
data\picobanana\neg\000195.jpg,0
data\picobanana\pos\000383.jpg,1
data\picobanana\neg\000383.jpg,0
data\picobanana\pos\002888.jpg,1
data\picobanana\neg\002888.jpg,0
data\picobanana\pos\003823.jpg,1
data\picobanana\neg\003823.jpg,0
data\picobanana\pos\001928.jpg,1
data\picobanana\neg\001928.jpg,0
data\picobanana\pos\007403.jpg,1
data\picobanana\neg\007403.jpg,0
data\picobanana\pos\000049.jpg,1
data\picobanana\neg\000049.jpg,0
data\picobanana\pos\004198.jpg,1
data\picobanana\neg\004198.jpg,0
data\picobanana\pos\010290.jpg,1
data\picobanana\neg\010290.jpg,0
data\picobanana\pos\003992.jpg,1
data\picobanana\neg\003992.jpg,0
data\picobanana\pos\005335.jpg,1
data\picobanana\neg\005335.jpg,0
data\picobanana\pos\008597.jpg,1
data\picobanana\neg\008597.jpg,0
data\picobanana\pos\000254.jpg,1
data\picobanana\neg\000254.jpg,0
data\picobanana\pos\003624.jpg,1
data\picobanana\neg\003624.jpg,0
data\picobanana\pos\007621.jpg,1
data\picobanana\neg\007621.jpg,0
data\picobanana\pos\008401.jpg,1
data\picobanana\neg\008401.jpg,0
data\picobanana\pos\008799.jpg,1
data\picobanana\neg\008799.jpg,0
data\picobanana\pos\007359.jpg,1
data\picobanana\neg\007359.jpg,0
data\picobanana\pos\007443.jpg,1
data\picobanana\neg\007443.jpg,0
data\picobanana\pos\003003.jpg,1
data\picobanana\neg\003003.jpg,0
data\picobanana\pos\008043.jpg,1
data\picobanana\neg\008043.jpg,0
data\picobanana\pos\000727.jpg,1
data\picobanana\neg\000727.jpg,0
data\picobanana\pos\008630.jpg,1
data\picobanana\neg\008630.jpg,0
data\picobanana\pos\007305.jpg,1
data\picobanana\neg\007305.jpg,0
data\picobanana\pos\003732.jpg,1
data\picobanana\neg\003732.jpg,0
data\picobanana\pos\005252.jpg,1
data\picobanana\neg\005252.jpg,0
data\picobanana\pos\010245.jpg,1
data\picobanana\neg\010245.jpg,0
data\picobanana\pos\007029.jpg,1
data\picobanana\neg\007029.jpg,0
data\picobanana\pos\004324.jpg,1
data\picobanana\neg\004324.jpg,0
data\picobanana\pos\001684.jpg,1
data\picobanana\neg\001684.jpg,0
data\picobanana\pos\001833.jpg,1
data\picobanana\neg\001833.jpg,0
data\picobanana\pos\003386.jpg,1
data\picobanana\neg\003386.jpg,0
data\picobanana\pos\001830.jpg,1
data\picobanana\neg\001830.jpg,0
data\picobanana\pos\005203.jpg,1
data\picobanana\neg\005203.jpg,0
data\picobanana\pos\009869.jpg,1
data\picobanana\neg\009869.jpg,0
data\picobanana\pos\008979.jpg,1
data\picobanana\neg\008979.jpg,0
data\picobanana\pos\003791.jpg,1
data\picobanana\neg\003791.jpg,0
data\picobanana\pos\000770.jpg,1
data\picobanana\neg\000770.jpg,0
data\picobanana\pos\008756.jpg,1
data\picobanana\neg\008756.jpg,0
data\picobanana\pos\006821.jpg,1
data\picobanana\neg\006821.jpg,0
data\picobanana\pos\000075.jpg,1
data\picobanana\neg\000075.jpg,0
data\picobanana\pos\009089.jpg,1
data\picobanana\neg\009089.jpg,0
data\picobanana\pos\006810.jpg,1
data\picobanana\neg\006810.jpg,0
data\picobanana\pos\008419.jpg,1
data\picobanana\neg\008419.jpg,0
data\picobanana\pos\003276.jpg,1
data\picobanana\neg\003276.jpg,0
data\picobanana\pos\003214.jpg,1
data\picobanana\neg\003214.jpg,0
data\picobanana\pos\000502.jpg,1
data\picobanana\neg\000502.jpg,0
data\picobanana\pos\007902.jpg,1
data\picobanana\neg\007902.jpg,0
data\picobanana\pos\000107.jpg,1
data\picobanana\neg\000107.jpg,0
data\picobanana\pos\007869.jpg,1
data\picobanana\neg\007869.jpg,0
data\picobanana\pos\001561.jpg,1
data\picobanana\neg\001561.jpg,0
data\picobanana\pos\005446.jpg,1
data\picobanana\neg\005446.jpg,0
data\picobanana\pos\008263.jpg,1
data\picobanana\neg\008263.jpg,0
data\picobanana\pos\009562.jpg,1
data\picobanana\neg\009562.jpg,0
data\picobanana\pos\008453.jpg,1
data\picobanana\neg\008453.jpg,0
data\picobanana\pos\001707.jpg,1
data\picobanana\neg\001707.jpg,0
data\picobanana\pos\000588.jpg,1
data\picobanana\neg\000588.jpg,0
data\picobanana\pos\001894.jpg,1
data\picobanana\neg\001894.jpg,0
data\picobanana\pos\007798.jpg,1
data\picobanana\neg\007798.jpg,0
data\picobanana\pos\000118.jpg,1
data\picobanana\neg\000118.jpg,0
data\picobanana\pos\010410.jpg,1
data\picobanana\neg\010410.jpg,0
data\picobanana\pos\000826.jpg,1
data\picobanana\neg\000826.jpg,0
data\picobanana\pos\005536.jpg,1
data\picobanana\neg\005536.jpg,0
data\picobanana\pos\007264.jpg,1
data\picobanana\neg\007264.jpg,0
data\picobanana\pos\002902.jpg,1
data\picobanana\neg\002902.jpg,0
data\picobanana\pos\005235.jpg,1
data\picobanana\neg\005235.jpg,0
data\picobanana\pos\010756.jpg,1
data\picobanana\neg\010756.jpg,0
data\picobanana\pos\010778.jpg,1
data\picobanana\neg\010778.jpg,0
data\picobanana\pos\009485.jpg,1
data\picobanana\neg\009485.jpg,0
data\picobanana\pos\005443.jpg,1
data\picobanana\neg\005443.jpg,0
data\picobanana\pos\003087.jpg,1
data\picobanana\neg\003087.jpg,0
data\picobanana\pos\001906.jpg,1
data\picobanana\neg\001906.jpg,0
data\picobanana\pos\006842.jpg,1
data\picobanana\neg\006842.jpg,0
data\picobanana\pos\006783.jpg,1
data\picobanana\neg\006783.jpg,0
data\picobanana\pos\008071.jpg,1
data\picobanana\neg\008071.jpg,0
data\picobanana\pos\004243.jpg,1
data\picobanana\neg\004243.jpg,0
data\picobanana\pos\007061.jpg,1
data\picobanana\neg\007061.jpg,0
data\picobanana\pos\009999.jpg,1
data\picobanana\neg\009999.jpg,0
data\picobanana\pos\006943.jpg,1
data\picobanana\neg\006943.jpg,0
data\picobanana\pos\008078.jpg,1
data\picobanana\neg\008078.jpg,0
data\picobanana\pos\003779.jpg,1
data\picobanana\neg\003779.jpg,0
data\picobanana\pos\004772.jpg,1
data\picobanana\neg\004772.jpg,0
data\picobanana\pos\009836.jpg,1
data\picobanana\neg\009836.jpg,0
data\picobanana\pos\009289.jpg,1
data\picobanana\neg\009289.jpg,0
data\picobanana\pos\009303.jpg,1
data\picobanana\neg\009303.jpg,0
data\picobanana\pos\009839.jpg,1
data\picobanana\neg\009839.jpg,0
data\picobanana\pos\008120.jpg,1
data\picobanana\neg\008120.jpg,0
data\picobanana\pos\008083.jpg,1
data\picobanana\neg\008083.jpg,0
data\picobanana\pos\000524.jpg,1
data\picobanana\neg\000524.jpg,0
data\picobanana\pos\007565.jpg,1
data\picobanana\neg\007565.jpg,0
data\picobanana\pos\006784.jpg,1
data\picobanana\neg\006784.jpg,0
data\picobanana\pos\009943.jpg,1
data\picobanana\neg\009943.jpg,0
data\picobanana\pos\005528.jpg,1
data\picobanana\neg\005528.jpg,0
data\picobanana\pos\007569.jpg,1
data\picobanana\neg\007569.jpg,0
data\picobanana\pos\009437.jpg,1
data\picobanana\neg\009437.jpg,0
data\picobanana\pos\009685.jpg,1
data\picobanana\neg\009685.jpg,0
data\picobanana\pos\008795.jpg,1
data\picobanana\neg\008795.jpg,0
data\picobanana\pos\003051.jpg,1
data\picobanana\neg\003051.jpg,0
data\picobanana\pos\006859.jpg,1
data\picobanana\neg\006859.jpg,0
data\picobanana\pos\001714.jpg,1
data\picobanana\neg\001714.jpg,0
data\picobanana\pos\001554.jpg,1
data\picobanana\neg\001554.jpg,0
data\picobanana\pos\008759.jpg,1
data\picobanana\neg\008759.jpg,0
data\picobanana\pos\004820.jpg,1
data\picobanana\neg\004820.jpg,0
data\picobanana\pos\000286.jpg,1
data\picobanana\neg\000286.jpg,0
data\picobanana\pos\004881.jpg,1
data\picobanana\neg\004881.jpg,0
data\picobanana\pos\005499.jpg,1
data\picobanana\neg\005499.jpg,0
data\picobanana\pos\007943.jpg,1
data\picobanana\neg\007943.jpg,0
data\picobanana\pos\007502.jpg,1
data\picobanana\neg\007502.jpg,0
data\picobanana\pos\004175.jpg,1
data\picobanana\neg\004175.jpg,0
data\picobanana\pos\008735.jpg,1
data\picobanana\neg\008735.jpg,0
data\picobanana\pos\008013.jpg,1
data\picobanana\neg\008013.jpg,0
data\picobanana\pos\009810.jpg,1
data\picobanana\neg\009810.jpg,0
data\picobanana\pos\011046.jpg,1
data\picobanana\neg\011046.jpg,0
data\picobanana\pos\003917.jpg,1
data\picobanana\neg\003917.jpg,0
data\picobanana\pos\010016.jpg,1
data\picobanana\neg\010016.jpg,0
data\picobanana\pos\007930.jpg,1
data\picobanana\neg\007930.jpg,0
data\picobanana\pos\000427.jpg,1
data\picobanana\neg\000427.jpg,0
data\picobanana\pos\002992.jpg,1
data\picobanana\neg\002992.jpg,0
data\picobanana\pos\001723.jpg,1
data\picobanana\neg\001723.jpg,0
data\picobanana\pos\003713.jpg,1
data\picobanana\neg\003713.jpg,0
data\picobanana\pos\003427.jpg,1
data\picobanana\neg\003427.jpg,0
data\picobanana\pos\007520.jpg,1
data\picobanana\neg\007520.jpg,0
data\picobanana\pos\009071.jpg,1
data\picobanana\neg\009071.jpg,0
data\picobanana\pos\008553.jpg,1
data\picobanana\neg\008553.jpg,0
data\picobanana\pos\005517.jpg,1
data\picobanana\neg\005517.jpg,0
data\picobanana\pos\009219.jpg,1
data\picobanana\neg\009219.jpg,0
data\picobanana\pos\000661.jpg,1
data\picobanana\neg\000661.jpg,0
data\picobanana\pos\011072.jpg,1
data\picobanana\neg\011072.jpg,0
data\picobanana\pos\000746.jpg,1
data\picobanana\neg\000746.jpg,0
data\picobanana\pos\001859.jpg,1
data\picobanana\neg\001859.jpg,0
data\picobanana\pos\001944.jpg,1
data\picobanana\neg\001944.jpg,0
data\picobanana\pos\006729.jpg,1
data\picobanana\neg\006729.jpg,0
data\picobanana\pos\007381.jpg,1
data\picobanana\neg\007381.jpg,0
data\picobanana\pos\000699.jpg,1
data\picobanana\neg\000699.jpg,0
data\picobanana\pos\003920.jpg,1
data\picobanana\neg\003920.jpg,0
data\picobanana\pos\010190.jpg,1
data\picobanana\neg\010190.jpg,0
data\picobanana\pos\008235.jpg,1
data\picobanana\neg\008235.jpg,0
data\picobanana\pos\009100.jpg,1
data\picobanana\neg\009100.jpg,0
data\picobanana\pos\010346.jpg,1
data\picobanana\neg\010346.jpg,0
data\picobanana\pos\010307.jpg,1
data\picobanana\neg\010307.jpg,0
data\picobanana\pos\000821.jpg,1
data\picobanana\neg\000821.jpg,0
data\picobanana\pos\000889.jpg,1
data\picobanana\neg\000889.jpg,0
data\picobanana\pos\005105.jpg,1
data\picobanana\neg\005105.jpg,0
data\picobanana\pos\004575.jpg,1
data\picobanana\neg\004575.jpg,0
data\picobanana\pos\008626.jpg,1
data\picobanana\neg\008626.jpg,0
data\picobanana\pos\008716.jpg,1
data\picobanana\neg\008716.jpg,0
data\picobanana\pos\006807.jpg,1
data\picobanana\neg\006807.jpg,0
data\picobanana\pos\010204.jpg,1
data\picobanana\neg\010204.jpg,0
data\picobanana\pos\000206.jpg,1
data\picobanana\neg\000206.jpg,0
data\picobanana\pos\000238.jpg,1
data\picobanana\neg\000238.jpg,0
data\picobanana\pos\008099.jpg,1
data\picobanana\neg\008099.jpg,0
data\picobanana\pos\007982.jpg,1
data\picobanana\neg\007982.jpg,0
data\picobanana\pos\008107.jpg,1
data\picobanana\neg\008107.jpg,0
data\picobanana\pos\001739.jpg,1
data\picobanana\neg\001739.jpg,0
data\picobanana\pos\007994.jpg,1
data\picobanana\neg\007994.jpg,0
data\picobanana\pos\004678.jpg,1
data\picobanana\neg\004678.jpg,0
data\picobanana\pos\003201.jpg,1
data\picobanana\neg\003201.jpg,0
data\picobanana\pos\000546.jpg,1
data\picobanana\neg\000546.jpg,0
data\picobanana\pos\003343.jpg,1
data\picobanana\neg\003343.jpg,0
data\picobanana\pos\003302.jpg,1
data\picobanana\neg\003302.jpg,0
data\picobanana\pos\003144.jpg,1
data\picobanana\neg\003144.jpg,0
data\picobanana\pos\005422.jpg,1
data\picobanana\neg\005422.jpg,0
data\picobanana\pos\005180.jpg,1
data\picobanana\neg\005180.jpg,0
data\picobanana\pos\009773.jpg,1
data\picobanana\neg\009773.jpg,0
data\picobanana\pos\006983.jpg,1
data\picobanana\neg\006983.jpg,0
data\picobanana\pos\010005.jpg,1
data\picobanana\neg\010005.jpg,0
data\picobanana\pos\007643.jpg,1
data\picobanana\neg\007643.jpg,0
data\picobanana\pos\004139.jpg,1
data\picobanana\neg\004139.jpg,0
data\picobanana\pos\009052.jpg,1
data\picobanana\neg\009052.jpg,0
data\picobanana\pos\007903.jpg,1
data\picobanana\neg\007903.jpg,0
data\picobanana\pos\007478.jpg,1
data\picobanana\neg\007478.jpg,0
data\picobanana\pos\010206.jpg,1
data\picobanana\neg\010206.jpg,0
data\picobanana\pos\006786.jpg,1
data\picobanana\neg\006786.jpg,0
data\picobanana\pos\003361.jpg,1
data\picobanana\neg\003361.jpg,0
data\picobanana\pos\010099.jpg,1
data\picobanana\neg\010099.jpg,0
data\picobanana\pos\009517.jpg,1
data\picobanana\neg\009517.jpg,0
data\picobanana\pos\006915.jpg,1
data\picobanana\neg\006915.jpg,0
data\picobanana\pos\002880.jpg,1
data\picobanana\neg\002880.jpg,0
data\picobanana\pos\003326.jpg,1
data\picobanana\neg\003326.jpg,0
data\picobanana\pos\004451.jpg,1
data\picobanana\neg\004451.jpg,0
data\picobanana\pos\009335.jpg,1
data\picobanana\neg\009335.jpg,0
data\picobanana\pos\009568.jpg,1
data\picobanana\neg\009568.jpg,0
data\picobanana\pos\001794.jpg,1
data\picobanana\neg\001794.jpg,0
data\picobanana\pos\001719.jpg,1
data\picobanana\neg\001719.jpg,0
data\picobanana\pos\009387.jpg,1
data\picobanana\neg\009387.jpg,0
data\picobanana\pos\009207.jpg,1
data\picobanana\neg\009207.jpg,0
data\picobanana\pos\005336.jpg,1
data\picobanana\neg\005336.jpg,0
data\picobanana\pos\007020.jpg,1
data\picobanana\neg\007020.jpg,0
data\picobanana\pos\003529.jpg,1
data\picobanana\neg\003529.jpg,0
data\picobanana\pos\004456.jpg,1
data\picobanana\neg\004456.jpg,0
data\picobanana\pos\010214.jpg,1
data\picobanana\neg\010214.jpg,0
data\picobanana\pos\007957.jpg,1
data\picobanana\neg\007957.jpg,0
data\picobanana\pos\010809.jpg,1
data\picobanana\neg\010809.jpg,0
data\picobanana\pos\009507.jpg,1
data\picobanana\neg\009507.jpg,0
data\picobanana\pos\003587.jpg,1
data\picobanana\neg\003587.jpg,0
data\picobanana\pos\008478.jpg,1
data\picobanana\neg\008478.jpg,0
data\picobanana\pos\005272.jpg,1
data\picobanana\neg\005272.jpg,0
data\picobanana\pos\006734.jpg,1
data\picobanana\neg\006734.jpg,0
data\picobanana\pos\009814.jpg,1
data\picobanana\neg\009814.jpg,0
data\picobanana\pos\007350.jpg,1
data\picobanana\neg\007350.jpg,0
data\picobanana\pos\007120.jpg,1
data\picobanana\neg\007120.jpg,0
data\picobanana\pos\007851.jpg,1
data\picobanana\neg\007851.jpg,0
data\picobanana\pos\005094.jpg,1
data\picobanana\neg\005094.jpg,0
data\picobanana\pos\008669.jpg,1
data\picobanana\neg\008669.jpg,0
data\picobanana\pos\000046.jpg,1
data\picobanana\neg\000046.jpg,0
data\picobanana\pos\000012.jpg,1
data\picobanana\neg\000012.jpg,0
data\picobanana\pos\008652.jpg,1
data\picobanana\neg\008652.jpg,0
data\picobanana\pos\009412.jpg,1
data\picobanana\neg\009412.jpg,0
data\picobanana\pos\009866.jpg,1
data\picobanana\neg\009866.jpg,0
data\picobanana\pos\000486.jpg,1
data\picobanana\neg\000486.jpg,0
data\picobanana\pos\007845.jpg,1
data\picobanana\neg\007845.jpg,0
data\picobanana\pos\000266.jpg,1
data\picobanana\neg\000266.jpg,0
data\picobanana\pos\002912.jpg,1
data\picobanana\neg\002912.jpg,0
data\picobanana\pos\007703.jpg,1
data\picobanana\neg\007703.jpg,0
data\picobanana\pos\004559.jpg,1
data\picobanana\neg\004559.jpg,0
data\picobanana\pos\009859.jpg,1
data\picobanana\neg\009859.jpg,0
data\picobanana\pos\004681.jpg,1
data\picobanana\neg\004681.jpg,0
data\picobanana\pos\007138.jpg,1
data\picobanana\neg\007138.jpg,0
data\picobanana\pos\003288.jpg,1
data\picobanana\neg\003288.jpg,0
data\picobanana\pos\008484.jpg,1
data\picobanana\neg\008484.jpg,0
data\picobanana\pos\009534.jpg,1
data\picobanana\neg\009534.jpg,0
data\picobanana\pos\007349.jpg,1
data\picobanana\neg\007349.jpg,0
data\picobanana\pos\008741.jpg,1
data\picobanana\neg\008741.jpg,0
data\picobanana\pos\003153.jpg,1
data\picobanana\neg\003153.jpg,0
data\picobanana\pos\000795.jpg,1
data\picobanana\neg\000795.jpg,0
data\picobanana\pos\004479.jpg,1
data\picobanana\neg\004479.jpg,0
data\picobanana\pos\009116.jpg,1
data\picobanana\neg\009116.jpg,0
data\picobanana\pos\010995.jpg,1
data\picobanana\neg\010995.jpg,0
data\picobanana\pos\003891.jpg,1
data\picobanana\neg\003891.jpg,0
data\picobanana\pos\001718.jpg,1
data\picobanana\neg\001718.jpg,0
data\picobanana\pos\010890.jpg,1
data\picobanana\neg\010890.jpg,0
data\picobanana\pos\008435.jpg,1
data\picobanana\neg\008435.jpg,0
data\picobanana\pos\010107.jpg,1
data\picobanana\neg\010107.jpg,0
data\picobanana\pos\010633.jpg,1
data\picobanana\neg\010633.jpg,0
data\picobanana\pos\010451.jpg,1
data\picobanana\neg\010451.jpg,0
data\picobanana\pos\004513.jpg,1
data\picobanana\neg\004513.jpg,0
data\picobanana\pos\002874.jpg,1
data\picobanana\neg\002874.jpg,0
data\picobanana\pos\004898.jpg,1
data\picobanana\neg\004898.jpg,0
data\picobanana\pos\003483.jpg,1
data\picobanana\neg\003483.jpg,0
data\picobanana\pos\000301.jpg,1
data\picobanana\neg\000301.jpg,0
data\picobanana\pos\008638.jpg,1
data\picobanana\neg\008638.jpg,0
data\picobanana\pos\000755.jpg,1
data\picobanana\neg\000755.jpg,0
data\picobanana\pos\003091.jpg,1
data\picobanana\neg\003091.jpg,0
data\picobanana\pos\008051.jpg,1
data\picobanana\neg\008051.jpg,0
data\picobanana\pos\000646.jpg,1
data\picobanana\neg\000646.jpg,0
data\picobanana\pos\001587.jpg,1
data\picobanana\neg\001587.jpg,0
data\picobanana\pos\003915.jpg,1
data\picobanana\neg\003915.jpg,0
data\picobanana\pos\009600.jpg,1
data\picobanana\neg\009600.jpg,0
data\picobanana\pos\009320.jpg,1
data\picobanana\neg\009320.jpg,0
data\picobanana\pos\007571.jpg,1
data\picobanana\neg\007571.jpg,0
data\picobanana\pos\010434.jpg,1
data\picobanana\neg\010434.jpg,0
data\picobanana\pos\007997.jpg,1
data\picobanana\neg\007997.jpg,0
data\picobanana\pos\004566.jpg,1
data\picobanana\neg\004566.jpg,0
data\picobanana\pos\009197.jpg,1
data\picobanana\neg\009197.jpg,0
data\picobanana\pos\006848.jpg,1
data\picobanana\neg\006848.jpg,0
data\picobanana\pos\009036.jpg,1
data\picobanana\neg\009036.jpg,0
data\picobanana\pos\000723.jpg,1
data\picobanana\neg\000723.jpg,0
data\picobanana\pos\009561.jpg,1
data\picobanana\neg\009561.jpg,0
data\picobanana\pos\000738.jpg,1
data\picobanana\neg\000738.jpg,0
data\picobanana\pos\010717.jpg,1
data\picobanana\neg\010717.jpg,0
data\picobanana\pos\004442.jpg,1
data\picobanana\neg\004442.jpg,0
data\picobanana\pos\000520.jpg,1
data\picobanana\neg\000520.jpg,0
data\picobanana\pos\010369.jpg,1
data\picobanana\neg\010369.jpg,0
data\picobanana\pos\003187.jpg,1
data\picobanana\neg\003187.jpg,0
data\picobanana\pos\010721.jpg,1
data\picobanana\neg\010721.jpg,0
data\picobanana\pos\009218.jpg,1
data\picobanana\neg\009218.jpg,0
data\picobanana\pos\006966.jpg,1
data\picobanana\neg\006966.jpg,0
data\picobanana\pos\007376.jpg,1
data\picobanana\neg\007376.jpg,0
data\picobanana\pos\006891.jpg,1
data\picobanana\neg\006891.jpg,0
data\picobanana\pos\003896.jpg,1
data\picobanana\neg\003896.jpg,0
data\picobanana\pos\004245.jpg,1
data\picobanana\neg\004245.jpg,0
data\picobanana\pos\004230.jpg,1
data\picobanana\neg\004230.jpg,0
data\picobanana\pos\005269.jpg,1
data\picobanana\neg\005269.jpg,0
data\picobanana\pos\008674.jpg,1
data\picobanana\neg\008674.jpg,0
data\picobanana\pos\003061.jpg,1
data\picobanana\neg\003061.jpg,0
data\picobanana\pos\004492.jpg,1
data\picobanana\neg\004492.jpg,0
data\picobanana\pos\003679.jpg,1
data\picobanana\neg\003679.jpg,0
data\picobanana\pos\008283.jpg,1
data\picobanana\neg\008283.jpg,0
data\picobanana\pos\003739.jpg,1
data\picobanana\neg\003739.jpg,0
data\picobanana\pos\003243.jpg,1
data\picobanana\neg\003243.jpg,0
